disease,postLink,postHeading,postContent
Coronavirus,https://forums.livescience.com/threads/could-my-family-have-had-coronavirus-in-december.2052/,Could my family have had coronavirus in December?,"I hadn’t considered it before but then I saw an article explaining how a lot of people get gastrointestinal symptoms before the respiratory ones kick in. In December, my entire extended family of 11 got sick. For 7 of us, it began with nausea and vomiting. Of the remaining 4, 2 had nausea and/or intestinal cramping, and 2 had no stomach issues at all. For those with GI symptoms, they went away completely within half a day. Once that was done, the respiratory symptoms started, and they were severe. A dry cough that wouldn’t go away and led to asthma attacks, plus shortness of breath even in family members without asthma. Every one of us also had a high fever which was difficult to break. It lasted a few days, starting before any other symptoms. We all got sick somewhere between a few days before Christmas and a couple days after. The symptoms don’t match the flu or anything else we’d heard of, so we were very confused what we had. Now it does sound like the coronavirus, but the catch is we live on the west coast of the US. The first confirmed case there wasn’t until quite a bit later. Is it still possible we had the coronavirus? Yes you can per the following article. ""“The virus was freewheeling in our community and probably has been here for quite some time,” Dr. Jeff Smith, a physician who is the chief executive of Santa Clara County government, told county leaders in a recent briefing. ... But Smith on Friday said data collected by the federal Centers for Disease Control and Prevention, local health departments and others suggest it was “a lot longer than we first believed” — most likely since “back in December.”"" Following up on this, looks like the answer is a probable no. If you were in Wuhan, China near end of December, very remote chance. The number of cases were very small at that point."
Coronavirus,https://forums.livescience.com/threads/what-if-the-virus-was-a-molecule.2078/,What if the virus was a molecule...?,"What if the virus was a molecule that was dispened in the atmosphere? And through inhalation.  The host molecules  invade the lunges. And breed into the virus? I believe that is how the vast majority of the infections occur in developed countries because of their closed ventilation systems Coronavirus is a virus and those are generally . Individual mutations and strains complicate treatment, but the underlying mechanics of how they function remain the same."
Coronavirus,https://forums.livescience.com/threads/avigan.2054/,Avigan,Why are we not using Avigan? It appears this treatment is under study: (Avigan) It certainly shows promise. I look forward to learning more as knowledge evolves about it's efficacy with Covid-19. They have tried it in Japan and it seems to be working and with few side effects.
Coronavirus,https://forums.livescience.com/threads/not-living-with-children.1980/,Not living with children,"My name is Byron I am 34years old healthy male I work and live in east phx my children I have 5 live in west phx my youngest is 3years old oldest is 13. I work full time at a fast food place my ex those not work and lives with retired mother how long do u think the stay at home thing will last. Do you guys really think it's necessary for me to stop visiting I am really close to my children I cry when I talk to them on the phone this is horrible could u guys give me sum advice I have not had any syntoms or even seen any one sick in east phx should I visit them Children are the most unlikely to get the full spectrum of symptoms. Most children are asymptomatic carriers. We don't know, yet, whether that is a good or bad thing. In fact, we don't know much about this **** virus, doctors or scientists alike. In your case I would protect myself at work as much as possible (wear 2 masks, one N95, one standard surgical, wear secure glasses, have a lot of sanitizer at hand) and visit my family once or twice a week outside with protection gear. The other way would be to gear yourself and them up with medications (just for emergency), supplements in order to to harden the immune system and move back in there. Also, if you live in Phoenix you have not much to fear in my opinion. The virus cannot replicate easily  (in the current mutation) under heat. Everything above 100 degrees fahrenheit will give it a very hard time and even in 90 degrees fahrenheit will give it a very hard time to replicate (if there is UV-radiation from the sun, which kills viruses in high enough concentration). Everyone in a southern country/state is pretty lucky. Otherwise India for instance would already be devastated already."
Coronavirus,https://forums.livescience.com/threads/hydrochloroquine.1985/,Hydrochloroquine,"I am a 69 y.o. male. Starting back in late January, early February I felt fatigued, had a bit of a dry cough and the worst part was an annoying shortness of breath. This lasted for 2-3 weeks and during this time I had 3 days that I felt nauseated and had diahrea. Frankly I still have a morning cough even now, but it has been productive for a while and is almost gone. This never got to the point of me feeling like I needed to see my Doctor and C19 was on the news but supposedly not here in the US yet. It wasn't until recently that I put this all together. I may have had it already. When things settle down I will see about an antibody test. What is interesting is that I have been taking Hydrochloroquine daily for over a year now prescribed by an RA doc. Makes me wonder. There was a study in Iceland recently, where they found out, that a big potion of the infected is asymptomatic (50% in the case of the test population of the study ). An even higher amount would include the people with mild symptoms, who also usually do not report themselves. This would mean a much lower mortality rate than currently computed. Anyway in my view this virus is worse than the flu, because the symptoms last much longer plus the bad symptoms (severe breathing problems, kidney and testicular pain) come in waves, whereas with the flu you have 2-10 days straight symptoms, so you know, if you are eventually healed and good to go. Is Hydro OTC in the US ? Awesome move if true and good, that it helps you ! Spread the word if you do not have any side effects. I think I need to clarify some things: I did not say that hydroxychloroquine helped me. I only reported factually what my experience was with what MIGHT have been mild C19 symptoms and that I have been taking hydroxychloroquine for the last year.  I was never tested for C19, I will however get an antibody test as soon as they are available. As far as it being an OTC drug, it is definitely not OTC. Don't jump to conclusions based on what I reported. Maybe you had the flu, it was out there.  It will take quite a while before someone makes sure sense of all this data. One might help track such things with purchase records.  Purchase records are probably the most studied real time data there is.   They ought to be able to track colds and flu thru it. Yes flu is a definite possibility, I got vaccinated for flu last October so it could have been flu but mild. The thing that really makes me wonder though is the shortness of breath, I have never experienced that before. I couldn't walk 20 feet without having to stop, I thought I was going to pass out a couple of times."
Coronavirus,https://forums.livescience.com/threads/why-is-that-china-is-having-more-than-80-recovery.1983/,Why is that China is having more than 80% recovery?,"What is that China is doing  we are not? Is there any thing we can take from China to have the recovery inclined to 90%. So much worried about this epidemic! What they have is propaganda, and a serious draconian clamp-down on anyone telling the truth about how things really are. By this time however there may be something of a ""herd immunity"" which may be beginning to kick in. I don't trust their numbers at all. You absolutely cannot trust any stats coming out of China.  ALL stats are controlled by the gov't to pass the message that they want passed. The numbers in China are very much faked, as their population is about 4 times bigger than the US, yet supposedly haven't even hit 100,000 cases. Even though the two countries handled the outbreak very differently, you would think that a country so much bigger would have more cases. The patient dies and their identity is assigned to a healthy unknown concentration camp inmate ->""See, patient with this identity is healthy !!! (for now) No new death, yaaay"""
Coronavirus,https://forums.livescience.com/threads/china-reports-3-cases-of-the-most-dangerous-type-of-plague.1742/,China Reports 3 Cases Of The Most Dangerous Type Of Plague,"I haven't encountered anyone who has read this article. Notice the time and places mentioned in this article. And all this time I was under the assumption that Wuhan was ground zero for this virus. Holy sh*t. Chicom shills are very good comedians, indeed. Hopefully the Chinese people will revolt soon and throw over their decades long suppressors. It CAN happen. WTF ? Your government is to blame, that I got infected ... your government SUCKS !"
Coronavirus,https://forums.livescience.com/threads/fight-against-corona.2027/,Fight against Corona,"I found this technology to fight against corona on youtube. The tech known as Steamitizer that can disinfect surfaces. I feel it as great initiative by the colleges. Appreciate their willingness to help and inovate. Interesting, but unnecessary. For personal and home disinfecting, your best bet is disinfectant chemicals and cleaners. If you have a steamer, that works well too.  There doesn't appear to be a need to disinfect garbage itself,  as the transmission vector is generally person to person and surfaces.  Garbage and refuse aren't primary factors in its transmission, and there are no reports of the virus surviving extended periods of time in landfill."
Coronavirus,https://forums.livescience.com/threads/flu-shot-has-an-unexpected-benefit-in-combating-the-new-coronavirus.1229/,Flu shot has an unexpected benefit in combating the new coronavirus,"The flu vaccine won't prevent you from getting a coronavirus, but it can help officials better respond to the outbreak of COVID-19 The Flu season is over perhaps that is the reason the Flu is down 25% in NY? Writer needs to answer the question the headline teases sooner. The Flu Vaccine's most common side effect are Flu Like Symptoms. Do we need patients with Flu Like Symptoms to require medical attention during the end of the Flu Season? Would not it be better to spend our resources on prevention during the COVID-19 event? In My Opinion. You know how to read! That's exactly what it said. um they did......... Honestly, this is an irresponsible headline that seemingly gives validity to one of the most inane questions asked by an idiot President.  Most people don't read articles, just headlines, so this will just validate to them how intelligent their President actually is while ignoring how scientifically uninformed the question was. Also, as someone else pointed out, and as anyone who has gotten a flu shot knows, flu-like symptoms are a common side effect of the vaccine as your body builds immunity.  Do we really want more people to have those symptoms, possibly rushing for care or testing or even masking and actual COVID-19 infection? I usually love this site.  Today I'm very disappointed. An intelligent opinion, better thought out than the whole of this article. The flu season extends into May. If you did get a flu shot but still end up catching the flu anyway, you might not actually have the flu. You might have this SARS 2 thing that seems to be going around. The flu shots common side effects do not include flu like symptoms.  If you think it does, you haven't had the flu in a long time.  In the vast majority of cases, some redness/soreness at the site of injection, a very mild fever and not much else is what you would feel.  Someone with the full blown flu would have respiratory distress, serious body aches, mucus out the wazoo, and not at all look like someone ""suffering from flu-like symptoms from a flu shot"". Sleet,  speaking of being ""Scientifically uninformed"" I find the Science world today being "" Uninformed.  Boasting themselves to be wise,  they have become fools. I have an encyclopedia published in 1953 that states ""we know that there is life on mars, for this is evident due to the seasonal color change of the planet.  In 1963  Scientist declared that humans evolved from Apes. Genetic research has since stated that we did not come from Apes but rather, all humans came from one female.   The big bang has now been debunked since new evidence indicates that the universe is increasing in expasion rather than decreasing. Now Scientist are saying the Universe may continue to expand forever.      Explain that one. Now you are in the realm of GOD. I don't know if they can claim this as fact yet.  And we are just going to end up spreading more panic if they get symptoms from their flu shot and run to the hospital.  People posting that are correct.  Do we want thousands racing to hospitals and making the truly ill people not get fast treatment??? PLUS they may be racing right in to getting the corona virus from people in hospital that DO truly have it. Here's what keeps throwing me---if we can have a few weeks before we show signs, then we get it and recover, but you find out your family member got it as you were healed.  THEN THIS COULD JUST GO ON FOREVER.   Now they claim people can get it again?  This is going to be such a battle to fight and hopefully eradicate. Personally I am not nearly as afraid of this virus as I am what we witnessed in Italy yesterday.  The riot at prison and people panicking.  The  PANIC is what will create most of our problems.  People will walk off jobs for fear of getting it, then what??  Everything grinds to a halt and we have the TOTAL CHAOS we witnessed after the hurricane of New Orleans.  That crowd lost it in around 3 days and became d*** near crazy and uncivilized.  THE PANIC IS GOING TO BE MUCH MORE DANGEROUS THAN THE VIRUS.,in my opinion... You mean that scientific statements are bad because they are improved from time to time? That's a positive! The more we study and improve them, the better our conclusions will be. That's science's greatest strength. We can improve upon what our ancestors found, to better understand our place in the world. wow maybe folk choose what they do and do not read on this forum  but  do yourself a favour DO NOT GET LAST YEARS FLU JAB go read my post ,and before the keyboard doctors pile in with it beig seasonal flu ,,,,,think again The Flu Vaccine's most common side effect are Flu Like Symptoms. it's a viral infection  which this year has every symptom of coronavirus ,from start to finish don't believe me get a healthy person give him/her the flu jag{ 2019) within 5 days you will feel lethargic by the 6th 7th day you will have the sweats a sore throat and headaches ,aching muscles These will pass within a few days but the persistant cough and runny nose , the lethargic and muscle aches will stay and this  will take over followed by breathlessness you will find it worse when you lie down and harder to breath after a week you will have a crackling in the lungs when you breath  and after you have sought medical help like i did you will be lethargic/tired and weak 14 weeks after you first had the jag for all the ones who claim get the flu jag and this has nothing to do with the seasonal flu jag, i say go ahead give it a try then come on and tell us how you feel i and others have all had it and each had the exact same symtoms I had the same flu shot and felt nothing. Maybe this is an isolated event. I feel sorry that you seem to have negatively reacted to it, but the flu shot is an important part of staying healthy. Also, it could have been something else. Correlation does not imply causation. A closed mind is a terrible thing I'm sorry you had such a bad experience with the flu shot. I never got a flu-shot in my life, so I cannot comment. Other vaccines also made me feel ""weird"" for 2 days, but nothing bad. The symptoms you list do not sound like they are attributed to the current Covid-19, sounds more like a bad flu to me. Perhaps you had both, the flu and covid-19. We are living in great times. 🥳 And a mind that spends time trying to start an argument on a science forum is even more terrible."
Coronavirus,https://forums.livescience.com/threads/should-i-be-tested.2079/,Should I be tested?,"I work directly in home satellite system installer,  mostly elderly customers.  I have had bad taste in my mouth from the begging of the pandemic.   3 or 4 weeks prior to  the  eruption , I thought was the flu and I felt like it was rough flu.  I got this from a friend!  And it has been passed around through other friends. Couple of which said it was horrible flu.  Keep in mind my county's curve is flat our area has done well with all current advisory, county count only 38 cases.  I still to today have had a sore throat, coughing a throat scab mucus  what ever you call it every couple days.  Would you suggest I be tested? Yes. The test is free. And if you also have any fever symptoms."
